source_file,row_index,title,category,keys,record_json,dedupe_key
new_references.json,1,العدل والإنصاف في معرفة أصول الفقه والاختلاف,فقهي,"[""author"", ""category"", ""content"", ""description"", ""keywords"", ""title"", ""year""]","{""title"": ""العدل والإنصاف في معرفة أصول الفقه والاختلاف"", ""author"": ""أبو يعقوب يوسف بن إبراهيم الوارجلاني"", ""category"": ""فقهي"", ""year"": 570, ""description"": ""كتاب أصولي فقهي مهم في المذهب الإباضي"", ""content"": ""يُعد كتاب 'العدل والإنصاف في معرفة أصول الفقه والاختلاف' من أهم المراجع الفقهية في المذهب الإباضي، ألفه الإمام أبو يعقوب يوسف بن إبراهيم الوارجلاني (توفي سنة 570هـ). يتناول الكتاب أصول الفقه الإسلامي ومناهج الاستدلال والاختلاف الفقهي بين المذاهب.\n\nيتميز الكتاب بمنهجه العلمي الدقيق في عرض المسائل الأصولية، حيث يعرض آراء المذاهب المختلفة بموضوعية وإنصاف، مع بيان الأدلة والحجج لكل رأي. يعتبر هذا الكتاب مرجعاً أساسياً لفهم منهج الاستدلال الفقهي وأصول الاجتهاد في الإسلام.\n\nيشمل الكتاب عدة أبواب رئيسية منها: مصادر التشريع الإسلامي (القرآن والسنة والإجماع والقياس)، قواعد الاستنباط الفقهي، مناهج التعامل مع النصوص الشرعية، أسباب الاختلاف الفقهي وآدابه، والقواعد الأصولية التي يُبنى عليها الفقه الإسلامي.\n\nيُعد هذا الكتاب مرجعاً مهماً لفهم الأوقاف الإسلامية من منظور أصولي، حيث يساعد في فهم الأسس الشرعية التي تُبنى عليها أحكام الوقف والشروط الواقفية وطرق إدارة الأوقاف وفق المقاصد الشرعية. كما يوضح كيفية التعامل مع الاختلافات الفقهية في مسائل الوقف بين المذاهب الإسلامية المختلفة.\n\nطُبع الكتاب عدة طبعات، منها طبعة وزارة التراث القومي والثقافة في سلطنة عمان عام 1404هـ/1984م، وهو يقع في عدة أجزاء تتجاوز 600 صفحة. يُعتبر من المراجع الأساسية في دراسة أصول الفقه الإسلامي، ويُدرس في الجامعات والمعاهد الشرعية في العالم الإسلامي."", ""keywords"": ""أصول الفقه، الاختلاف الفقهي، المذهب الإباضي، الاستدلال الشرعي، القواعد الأصولية، الوارجلاني، مصادر التشريع""}",10e212cdb865ec8a
new_references.json,2,قانون العدل والإنصاف للقضاء على مشكلات الأوقاف,قانوني,"[""author"", ""category"", ""content"", ""description"", ""keywords"", ""title"", ""year""]","{""title"": ""قانون العدل والإنصاف للقضاء على مشكلات الأوقاف"", ""author"": ""محمد قدري باشا"", ""category"": ""قانوني"", ""year"": 1893, ""description"": ""كتاب قانوني متخصص في حل مشكلات الأوقاف"", ""content"": ""كتاب 'قانون العدل والإنصاف للقضاء على مشكلات الأوقاف' من تأليف محمد قدري باشا (1821-1888م)، وهو أحد أبرز فقهاء القانون في العصر الحديث. يُعد هذا الكتاب من المراجع القانونية المهمة في مجال الأوقاف الإسلامية.\n\nيتناول الكتاب المشكلات القانونية والإدارية التي تواجه الأوقاف الإسلامية، ويقدم حلولاً قانونية مستمدة من الفقه الإسلامي والقانون الوضعي. يعالج الكتاب قضايا مثل: النزاعات على الأوقاف، شروط الواقفين، إدارة الأوقاف، استبدال الأوقاف، والإشراف القضائي على الأوقاف.\n\nألف محمد قدري باشا هذا الكتاب في سياق الإصلاحات القانونية التي شهدتها مصر في القرن التاسع عشر، حيث كان هناك حاجة لتنظيم قانوني حديث للأوقاف يحفظ حقوق الواقفين والمستحقين ويضمن حسن إدارة الأوقاف.\n\nيتميز الكتاب بجمعه بين الفقه الإسلامي التقليدي والقانون الحديث، مما يجعله مرجعاً مهماً للقضاة والمحامين والباحثين في مجال الأوقاف. يعرض الكتاب الأحكام الفقهية مع مراعاة الواقع العملي والحاجات المعاصرة.\n\nيُعتبر هذا الكتاب من المراجع الأساسية في فهم التطور القانوني لنظام الأوقاف في العالم العربي والإسلامي، وما زال يُستشهد به في المحاكم والدراسات القانونية المتعلقة بالأوقاف حتى اليوم."", ""keywords"": ""قانون الأوقاف، مشكلات الأوقاف، محمد قدري باشا، القضاء، الإدارة الوقفية، النزاعات الوقفية""}",a14076a6290d142a
new_references.json,3,المغني - ابن قدامة المقدسي,فقهي,"[""author"", ""category"", ""content"", ""description"", ""keywords"", ""title"", ""year""]","{""title"": ""المغني - ابن قدامة المقدسي"", ""author"": ""موفق الدين عبد الله بن أحمد بن قدامة المقدسي"", ""category"": ""فقهي"", ""year"": 620, ""description"": ""موسوعة فقهية شاملة في المذهب الحنبلي"", ""content"": ""كتاب 'المغني' للإمام موفق الدين ابن قدامة المقدسي (541-620هـ) من أهم الموسوعات الفقهية في المذهب الحنبلي والفقه الإسلامي عموماً. يُعد من أشمل كتب الفقه المقارن، حيث يعرض آراء المذاهب الأربعة مع الأدلة والترجيح.\n\nيتناول الكتاب جميع أبواب الفقه بما في ذلك باب الوقف، حيث يعرض أحكام الوقف بتفصيل دقيق: تعريف الوقف، شروطه، أركانه، أنواعه (الوقف الخيري والوقف الأهلي)، شروط الواقف، حقوق المستحقين، إدارة الوقف، استبدال الوقف، وإنهاء الوقف.\n\nيتميز المغني بمنهجه العلمي الرصين في عرض المسائل الفقهية، حيث يبدأ بذكر المسألة، ثم يعرض أقوال الفقهاء فيها، ثم يذكر الأدلة من الكتاب والسنة والإجماع والقياس، ثم يناقش الأدلة ويرجح ما يراه صواباً. هذا المنهج جعل الكتاب مرجعاً أساسياً للباحثين والمجتهدين.\n\nفي باب الوقف، يعرض ابن قدامة مسائل مهمة مثل: هل يشترط القبول في الوقف؟ هل يجوز الرجوع في الوقف؟ ما هي شروط صحة الوقف؟ كيف يُدار الوقف؟ متى يجوز استبدال الوقف؟ وغيرها من المسائل التي تهم القائمين على الأوقاف.\n\nطُبع الكتاب عدة طبعات محققة، ويقع في 15 مجلداً تقريباً. يُدرس في الجامعات الإسلامية ويُعتمد عليه في الفتوى والقضاء في كثير من البلدان الإسلامية."", ""keywords"": ""المغني، ابن قدامة، الفقه الحنبلي، الفقه المقارن، أحكام الوقف، الموسوعة الفقهية""}",52c7ba54733ad312
new_references.json,4,الأم - الإمام الشافعي,فقهي,"[""author"", ""category"", ""content"", ""description"", ""keywords"", ""title"", ""year""]","{""title"": ""الأم - الإمام الشافعي"", ""author"": ""محمد بن إدريس الشافعي"", ""category"": ""فقهي"", ""year"": 204, ""description"": ""أصل المذهب الشافعي في الفقه"", ""content"": ""كتاب 'الأم' للإمام محمد بن إدريس الشافعي (150-204هـ) هو الكتاب الأصل في المذهب الشافعي، ويُعد من أهم المراجع الفقهية في التاريخ الإسلامي. يحتوي على آراء الإمام الشافعي الفقهية في جميع أبواب الفقه.\n\nيتناول الكتاب باب الوقف بتفصيل واضح، حيث يعرض الإمام الشافعي أحكام الوقف وشروطه وأنواعه. من أهم المسائل التي يعالجها: تعريف الوقف، حكم الوقف (هل هو لازم أم جائز)، شروط صحة الوقف، الوقف على النفس، الوقف على الذرية، الوقف الخيري، شروط الواقف، تغيير شروط الوقف، واستبدال الوقف.\n\nيتميز الكتاب بوضوح العبارة ودقة الاستدلال، حيث يعتمد الإمام الشافعي على النصوص الشرعية من القرآن والسنة، مع استخدام القياس والاستحسان في المسائل التي لا نص فيها. كما يناقش آراء الفقهاء السابقين ويبين وجه الصواب في المسائل الخلافية.\n\nمن أهم ما يميز موقف الإمام الشافعي في الوقف: اشتراط اللزوم في الوقف (أي أن الوقف لا يمكن الرجوع فيه بعد صحته)، وجواز الوقف على النفس ثم على الذرية ثم على الجهات الخيرية، واشتراط التأبيد في الوقف (أي أن يكون مؤبداً لا مؤقتاً).\n\nالكتاب مطبوع في عدة أجزاء (8-9 أجزاء حسب الطبعة)، ويُعتمد عليه في الفتوى والقضاء في البلدان التي تتبع المذهب الشافعي. كما يُدرس في الجامعات والمعاهد الشرعية كمرجع أساسي في الفقه الإسلامي."", ""keywords"": ""الأم، الإمام الشافعي، المذهب الشافعي، الفقه الإسلامي، أحكام الوقف، الاستدلال الفقهي""}",2476c4204c882c6a
new_references.json,5,المبسوط - السرخسي,فقهي,"[""author"", ""category"", ""content"", ""description"", ""keywords"", ""title"", ""year""]","{""title"": ""المبسوط - السرخسي"", ""author"": ""شمس الأئمة محمد بن أحمد السرخسي"", ""category"": ""فقهي"", ""year"": 483, ""description"": ""موسوعة فقهية ضخمة في المذهب الحنفي"", ""content"": ""كتاب 'المبسوط' للإمام شمس الأئمة السرخسي (توفي 483هـ) من أعظم الموسوعات الفقهية في المذهب الحنفي. ألفه السرخسي وهو في السجن، حيث كان يملي على تلاميذه من الذاكرة، مما يدل على عمق علمه وسعة اطلاعه.\n\nيقع الكتاب في 30 جزءاً، ويغطي جميع أبواب الفقه الإسلامي بتفصيل شامل. في باب الوقف، يعرض السرخسي أحكام الوقف في المذهب الحنفي مع مقارنتها بآراء المذاهب الأخرى. من أهم المسائل: تعريف الوقف عند الحنفية، شروط صحة الوقف، الفرق بين الوقف والصدقة، أنواع الوقف (الوقف الخيري والوقف الأهلي)، شروط الواقف، حقوق الموقوف عليهم، إدارة الوقف، واستبدال الوقف.\n\nمن أهم ما يميز المذهب الحنفي في الوقف: اشتراط القضاء أو التنفيذ في الوقف (أي أن الوقف لا يلزم إلا بالقضاء أو بالتنفيذ الفعلي)، وجواز الوقف على النفس عند أبي يوسف ومحمد (خلافاً لأبي حنيفة)، وجواز استبدال الوقف عند الحاجة.\n\nيتميز الكتاب بعمق التحليل الفقهي وكثرة الفروع والمسائل، مما يجعله مرجعاً لا غنى عنه للمتخصصين في الفقه الحنفي. كما يعرض السرخسي الأدلة الشرعية والقياسات الفقهية بطريقة واضحة ومنطقية.\n\nيُعتمد على المبسوط في الفتوى والقضاء في البلدان التي تتبع المذهب الحنفي، وهو من أهم المراجع في دراسة الفقه المقارن. طُبع الكتاب عدة طبعات محققة، ويُدرس في الجامعات الإسلامية حول العالم."", ""keywords"": ""المبسوط، السرخسي، الفقه الحنفي، الموسوعة الفقهية، أحكام الوقف، الفقه المقارن""}",7ba2e6be41eb445f
new_references.json,6,المدونة الكبرى - الإمام مالك,فقهي,"[""author"", ""category"", ""content"", ""description"", ""keywords"", ""title"", ""year""]","{""title"": ""المدونة الكبرى - الإمام مالك"", ""author"": ""الإمام مالك بن أنس (رواية سحنون عن ابن القاسم)"", ""category"": ""فقهي"", ""year"": 240, ""description"": ""أصل المذهب المالكي في الفقه"", ""content"": ""كتاب 'المدونة الكبرى' أو 'المدونة' هو الكتاب الأصل في المذهب المالكي، وهو من أهم المراجع الفقهية في التاريخ الإسلامي. المدونة هي رواية الإمام سحنون (توفي 240هـ) عن الإمام عبد الرحمن بن القاسم (توفي 191هـ) عن الإمام مالك بن أنس (93-179هـ).\n\nتتناول المدونة جميع أبواب الفقه الإسلامي، وتعرض آراء الإمام مالك وأصحابه في المسائل الفقهية. في باب الأحباس (الأوقاف)، تعرض المدونة أحكام الوقف في المذهب المالكي بتفصيل واضح.\n\nمن أهم ما يميز المذهب المالكي في الوقف: استخدام مصطلح 'الحبس' بدلاً من 'الوقف'، واشتراط التأبيد في الحبس (أي أن يكون مؤبداً لا مؤقتاً)، وجواز الحبس على النفس ثم على الذرية ثم على الجهات الخيرية، واشتراط اللزوم في الحبس (أي أن الحبس لا يمكن الرجوع فيه بعد صحته).\n\nتعالج المدونة مسائل مهمة في الأوقاف مثل: شروط صحة الحبس، حقوق المحبوس عليهم، إدارة الأحباس، استبدال الأحباس عند الحاجة، الحبس على المساجد والمدارس، والحبس على الذرية.\n\nيتميز أسلوب المدونة بالسؤال والجواب، حيث يسأل سحنون ابن القاسم عن المسائل الفقهية، ويجيب ابن القاسم بما سمعه من الإمام مالك أو بما يراه موافقاً لمذهبه. هذا الأسلوب يجعل الكتاب سهل القراءة وواضح الفهم.\n\nتقع المدونة في 16 جزءاً تقريباً، وهي مطبوعة ومتداولة. تُعتمد في الفتوى والقضاء في البلدان التي تتبع المذهب المالكي (شمال أفريقيا وغرب أفريقيا وبعض البلدان العربية). كما تُدرس في الجامعات الإسلامية كمرجع أساسي في الفقه المالكي."", ""keywords"": ""المدونة، الإمام مالك، المذهب المالكي، الأحباس، الفقه الإسلامي، أحكام الوقف""}",c2d43a0701e43264
new_references.json,7,الموافقات في أصول الشريعة - الشاطبي,فقهي,"[""author"", ""category"", ""content"", ""description"", ""keywords"", ""title"", ""year""]","{""title"": ""الموافقات في أصول الشريعة - الشاطبي"", ""author"": ""أبو إسحاق إبراهيم بن موسى الشاطبي"", ""category"": ""فقهي"", ""year"": 790, ""description"": ""كتاب مقاصد الشريعة والقواعد الأصولية"", ""content"": ""كتاب 'الموافقات' للإمام أبي إسحاق الشاطبي (توفي 790هـ) من أهم الكتب في علم مقاصد الشريعة وأصول الفقه. يُعد هذا الكتاب مرجعاً أساسياً لفهم المقاصد الشرعية والقواعد الكلية التي تحكم الاجتهاد الفقهي.\n\nيتناول الكتاب المقاصد الشرعية الخمسة (حفظ الدين، والنفس، والعقل، والنسل، والمال)، وكيفية تطبيقها في الاجتهاد الفقهي. كما يعرض القواعد الأصولية التي يُبنى عليها الفقه الإسلامي، مثل: قاعدة المصالح المرسلة، وقاعدة سد الذرائع، وقاعدة العرف، وقاعدة الاستحسان.\n\nفي مجال الأوقاف، يُعد كتاب الموافقات مرجعاً مهماً لفهم المقاصد الشرعية من الوقف، وهي: حفظ المال (من خلال استثمار الوقف)، وتحقيق المصلحة العامة (من خلال الوقف الخيري)، وحفظ حقوق الأجيال القادمة (من خلال التأبيد في الوقف).\n\nيساعد الكتاب في فهم كيفية التعامل مع المستجدات في الأوقاف، مثل: الأوقاف النقدية، والأوقاف الاستثمارية، والصكوك الوقفية، وغيرها من الصيغ الحديثة للوقف. كما يوضح كيفية الموازنة بين شروط الواقف والمصلحة العامة عند التعارض.\n\nيتميز الكتاب بعمق التحليل وشمولية الرؤية، حيث يربط بين الأحكام الجزئية والمقاصد الكلية للشريعة. يقع الكتاب في 4 أجزاء، وهو مطبوع ومتداول. يُدرس في الجامعات الإسلامية ويُعتمد عليه في الاجتهاد الفقهي المعاصر.\n\nيُعد الموافقات من أهم المراجع لمن يريد فهم الأسس الشرعية للأوقاف الإسلامية وكيفية تطويرها بما يتناسب مع العصر مع الحفاظ على المقاصد الشرعية."", ""keywords"": ""الموافقات، الشاطبي، مقاصد الشريعة، أصول الفقه، المصالح المرسلة، الاجتهاد الفقهي، الأوقاف""}",0ba7fe0a96531bf9
new_references.json,8,إعلام الموقعين عن رب العالمين - ابن القيم,فقهي,"[""author"", ""category"", ""content"", ""description"", ""keywords"", ""title"", ""year""]","{""title"": ""إعلام الموقعين عن رب العالمين - ابن القيم"", ""author"": ""شمس الدين محمد بن أبي بكر ابن قيم الجوزية"", ""category"": ""فقهي"", ""year"": 751, ""description"": ""كتاب في أصول الفقه والفتوى والقضاء"", ""content"": ""كتاب 'إعلام الموقعين عن رب العالمين' للإمام ابن قيم الجوزية (691-751هـ) من أهم الكتب في أصول الفقه والفتوى والقضاء. يُعد مرجعاً أساسياً لفهم منهج الاجتهاد والفتوى في الإسلام.\n\nيتناول الكتاب قواعد الفتوى وآدابها، ومناهج الاستدلال الفقهي، وأسباب الاختلاف بين الفقهاء، وكيفية الترجيح بين الأقوال المختلفة. كما يعرض قواعد فقهية مهمة مثل: تغير الفتوى بتغير الزمان والمكان والعرف، واعتبار المآلات في الأحكام، والموازنة بين المصالح والمفاسد.\n\nفي مجال الأوقاف، يُعد الكتاب مرجعاً مهماً لفهم كيفية التعامل مع المستجدات في الأوقاف، وكيفية الاجتهاد في المسائل التي لم ينص عليها الفقهاء السابقون. كما يوضح كيفية الموازنة بين شروط الواقف والمصلحة العامة، وكيفية تطبيق قاعدة 'تغير الفتوى بتغير الزمان' على مسائل الأوقاف.\n\nمن أهم ما يعالجه الكتاب في مجال الأوقاف: مسألة استبدال الوقف عند الحاجة، ومسألة تغيير شروط الواقف إذا أصبحت غير قابلة للتطبيق، ومسألة الوقف على جهات لم تعد موجودة، وكيفية التصرف في ريع الوقف بما يحقق مقصد الواقف.\n\nيتميز الكتاب بأسلوبه الواضح وحججه القوية، حيث يعتمد ابن القيم على النصوص الشرعية والقواعد الأصولية والمقاصد الشرعية في بناء آرائه. كما يناقش آراء الفقهاء السابقين بموضوعية ويبين وجه الصواب في المسائل الخلافية.\n\nيقع الكتاب في 4 أجزاء، وهو مطبوع ومتداول. يُدرس في الجامعات الإسلامية ويُعتمد عليه في الفتوى والاجتهاد الفقهي المعاصر. يُعد من أهم المراجع لمن يريد فهم منهج التجديد الفقهي في الأوقاف الإسلامية."", ""keywords"": ""إعلام الموقعين، ابن القيم، أصول الفقه، الفتوى، الاجتهاد، تغير الأحكام، المقاصد الشرعية، الأوقاف""}",7eaa91d1547fd3c5
new_references.json,9,الأشباه والنظائر - السيوطي,فقهي,"[""author"", ""category"", ""content"", ""description"", ""keywords"", ""title"", ""year""]","{""title"": ""الأشباه والنظائر - السيوطي"", ""author"": ""جلال الدين عبد الرحمن السيوطي"", ""category"": ""فقهي"", ""year"": 911, ""description"": ""كتاب القواعد الفقهية الكلية"", ""content"": ""كتاب 'الأشباه والنظائر' للإمام جلال الدين السيوطي (849-911هـ) من أهم الكتب في القواعد الفقهية الكلية. يجمع الكتاب القواعد الفقهية التي تنطبق على مسائل متعددة في أبواب الفقه المختلفة.\n\nيتناول الكتاب القواعد الفقهية الخمس الكبرى: (1) الأمور بمقاصدها، (2) اليقين لا يزول بالشك، (3) المشقة تجلب التيسير، (4) الضرر يزال، (5) العادة محكمة. كما يعرض قواعد فرعية كثيرة تتعلق بجميع أبواب الفقه.\n\nفي مجال الأوقاف، تُطبق هذه القواعد على مسائل عديدة، مثل:\n- قاعدة 'الأمور بمقاصدها': تُطبق في فهم شروط الواقف وتفسيرها بما يحقق مقصده.\n- قاعدة 'اليقين لا يزول بالشك': تُطبق في النزاعات حول الوقف، حيث لا يُحكم بإنهاء الوقف بمجرد الشك.\n- قاعدة 'المشقة تجلب التيسير': تُطبق في استبدال الوقف عند المشقة أو عدم تحقق المنفعة.\n- قاعدة 'الضرر يزال': تُطبق في إزالة الضرر عن الوقف أو عن المستحقين.\n- قاعدة 'العادة محكمة': تُطبق في تفسير شروط الواقف وفق العرف السائد في زمانه.\n\nيتميز الكتاب بوضوح العرض وكثرة الأمثلة التطبيقية، مما يجعله سهل الفهم ومفيداً للمتخصصين وغير المتخصصين. يقع الكتاب في مجلد واحد، وهو مطبوع ومتداول.\n\nيُعتمد على الأشباه والنظائر في الفتوى والقضاء، حيث تساعد القواعد الفقهية في حل المسائل المستجدة التي لم ينص عليها الفقهاء السابقون. كما يُدرس الكتاب في الجامعات الإسلامية كمقرر أساسي في القواعد الفقهية.\n\nيُعد الكتاب مرجعاً لا غنى عنه لمن يعمل في مجال الأوقاف، حيث يساعد في فهم الأحكام الفقهية وتطبيقها على الحالات المختلفة بطريقة منهجية ومنضبطة."", ""keywords"": ""الأشباه والنظائر، السيوطي، القواعد الفقهية، الفقه الإسلامي، الأمور بمقاصدها، العادة محكمة، الأوقاف""}",95904d2f7a824365
new_references.json,10,المجلة العدلية (مجلة الأحكام العدلية),قانوني,"[""author"", ""category"", ""content"", ""description"", ""keywords"", ""title"", ""year""]","{""title"": ""المجلة العدلية (مجلة الأحكام العدلية)"", ""author"": ""لجنة من فقهاء الدولة العثمانية"", ""category"": ""قانوني"", ""year"": 1876, ""description"": ""أول تقنين للفقه الإسلامي في العصر الحديث"", ""content"": ""المجلة العدلية أو 'مجلة الأحكام العدلية' هي أول تقنين للفقه الإسلامي (المذهب الحنفي) في العصر الحديث. صدرت في الدولة العثمانية عام 1293هـ/1876م، وتتكون من 1851 مادة قانونية موزعة على 16 كتاباً.\n\nتغطي المجلة العدلية المعاملات المدنية والتجارية في الفقه الإسلامي، وتشمل: البيوع، الإجارة، الكفالة، الحوالة، الرهن، الأمانات، الهبة، الغصب، الإتلاف، الحجر، الإكراه، الشفعة، الشركة، الوكالة، الصلح، الإقرار، والدعوى والبينات.\n\nفي مجال الأوقاف، تتضمن المجلة العدلية أحكاماً مهمة في عدة كتب، خاصة في كتاب الإجارة (حيث يُعامل استئجار الوقف)، وكتاب الهبة (حيث يُقارن الوقف بالهبة)، وكتاب الغصب (حيث تُعالج مسألة الاعتداء على الأوقاف).\n\nتبدأ المجلة بـ 99 قاعدة فقهية كلية، تُعد من أهم القواعد في الفقه الإسلامي، مثل: 'الأمور بمقاصدها'، 'اليقين لا يزول بالشك'، 'المشقة تجلب التيسير'، 'الضرر يزال'، 'العادة محكمة'، 'القديم يترك على قدمه'، 'الضرورات تبيح المحظورات'، وغيرها.\n\nتُطبق هذه القواعد على مسائل الأوقاف، مثل: تفسير شروط الواقف وفق مقصده، والحفاظ على الوقف القديم دون تغيير إلا للضرورة، واستبدال الوقف عند الضرورة، وإزالة الضرر عن الوقف أو المستحقين.\n\nطُبقت المجلة العدلية في الدولة العثمانية وفي البلدان التي كانت تحت حكمها، واستمر العمل بها في بعض البلدان العربية حتى منتصف القرن العشرين. ما زالت المجلة مرجعاً مهماً في القانون المدني الإسلامي، وتُدرس في كليات الحقوق والشريعة.\n\nتُعد المجلة العدلية نموذجاً ناجحاً لتقنين الفقه الإسلامي بطريقة حديثة، وقد ألهمت محاولات تقنين لاحقة في العالم الإسلامي."", ""keywords"": ""المجلة العدلية، التقنين، الفقه الحنفي، القانون المدني الإسلامي، القواعد الفقهية، الدولة العثمانية، الأوقاف""}",08e371fcd654a46d
